data,abertura,maxima,minima,fechamento,volume,ajustado,ano,mes,dia_semana,trimestre,tendencia,sazonalidade,residuos_stl,dif_1,retorno_simples,log_retorno,log_retorno_tratado
2015-01-20,48.689998626708984,48.77000045776367,45.88999938964844,46.38999938964844,438892,46.38999938964844,2015,1,terça,1,54.22639188474776,-1.290111443277742,-6.54628105182158,-2.299999237060547,-0.04723761145885263,-0.04838973638313529,-0.04838973638313529
2015-01-21,46.689998626708984,48.20000076293945,46.54999923706055,47.779998779296875,340252,47.779998779296875,2015,1,quarta,1,54.17998004224599,-0.6017821689706013,-5.798199093978511,1.3899993896484375,0.02996334140842016,0.02952321074256302,0.02952321074256302
2015-01-22,47.349998474121094,49.09000015258789,45.869998931884766,46.310001373291016,426829,46.310001373291016,2015,1,quinta,1,54.13356819974422,-0.5248690402425233,-7.298697786210681,-1.4699974060058594,-0.03076595737886056,-0.0312491662022827,-0.0312491662022827
2015-01-23,46.630001068115234,47.7599983215332,45.209999084472656,45.59000015258789,374289,45.59000015258789,2015,1,sexta,1,54.08715635724244,-1.1904563756359412,-7.306699829018612,-0.720001220703125,-0.0155474238685378,-0.01566955257465868,-0.01566955257465868
2015-01-26,45.20000076293945,46.40999984741211,44.349998474121094,45.150001525878906,310638,45.150001525878906,2015,1,segunda,1,54.04074451474067,-1.1975698981776708,-7.693173090684098,-0.4399986267089844,-0.00965120915192641,-0.00969808391354821,-0.00969808391354821
2015-01-27,45.130001068115234,46.54999923706055,44.810001373291016,46.22999954223633,313141,46.22999954223633,2015,1,terça,1,53.9943326722389,-1.2430169956502304,-6.52131613435234,1.079998016357422,0.02392022103783087,0.02363861443949784,0.02363861443949784
2015-01-28,45.83000183105469,45.83000183105469,44.08000183105469,44.45000076293945,365440,44.45000076293945,2015,1,quarta,1,53.94792082973712,-1.4701311031122095,-8.02778896368546,-1.779998779296875,-0.03850311046770927,-0.03926394897435358,-0.03926394897435358
2015-01-29,44.43000030517578,44.959999084472656,43.58000183105469,44.529998779296875,300732,44.529998779296875,2015,1,quinta,1,53.90150898723535,-1.446411063438773,-7.925099144499704,0.079998016357421875,0.00179973037085123,0.00179811279665483,0.00179811279665483
2015-01-30,44.630001068115234,48.349998474121094,44.310001373291016,48.2400016784668,454142,48.2400016784668,2015,1,sexta,1,53.85509714473358,-0.923681701784434,-4.691413764482348,3.710002899169922,0.0833146867476402,0.08002549529245674,0.08002549529245674
2015-02-02,47.59000015258789,50.560001373291016,46.66999816894531,49.56999969482422,511409,49.56999969482422,2015,2,segunda,1,53.8086853022318,-0.24928553994902183,-3.9894000674585617,1.329998016357422,0.02757043884911603,0.02719721866300412,0.02719721866300412
2015-02-03,49.790000915527344,54.2400016784668,49.689998626708984,53.04999923706055,644919,53.04999923706055,2015,2,terça,1,53.76227345973003,0.254276875294181,-0.9665510979636665,3.479999542236328,0.07020374346703262,0.06784904480245411,0.06784904480245411
2015-02-04,51.66999816894531,52.560001373291016,47.95000076293945,48.45000076293945,577515,48.45000076293945,2015,2,quarta,1,53.715861617228256,-0.9054926949362454,-4.360368159352561,-4.599998474121094,-0.08671062281387465,-0.09070249659475606,-0.08500468106872804
2015-02-05,48.66999816894531,52.099998474121094,47.36000061035156,50.47999954223633,596851,50.47999954223633,2015,2,quinta,1,53.66944977472648,-0.5692410324507076,-2.6202092000394472,2.029998779296875,0.04189883895419188,0.04104485508101967,0.04104485508101967
